spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/1610_62_6n.csv
limit_error:	6.5	2020-04-29
noise_limit:	1800000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1438.190084	6	155401079.0	RNA	0.56	0.12	C256H320N102O188P26	2.9
1448.529573	6	20534981943.0	RNA+DEPC+H2O-CO	0.58	0.06	C258H326N102O190P26	207.9
1426.02363	6	569881232.0	RNA+DEPC+H2O-CO-A	2.79	0.04	C253H321N97O190P26	4.7
1430.026623	6	167061071.0	RNA+DEPC+H2O-CO-C	3.56	0.07	C254H321N99O189P26	1.9
1427.022391	6	89586119.0	RNA+DEPC+H2O-CO-C-H2O	1.84	0.26	C254H319N99O188P26	6.7
1440.853181	6	1017579288.0	RNA+DEPC+H2O-CO-Eth	-1.33	0.04	C256H320N102O189P26	8.4
1418.34279	6	76376668.0	RNA+DEPC+H2O-CO-Eth-A	-2.27	0.15	C251H315N97O189P26	1.9
1422.346652	6	23826440.0	RNA+DEPC+H2O-CO-Eth-C	-0.87	0.39	C252H315N99O188P26	6.5
1419.342872	6	14369657.0	RNA+DEPC+H2O-CO-Eth-C-H2O	-2.29	0.42	C252H313N99O187P26	5.3
1415.678867	6	351052656.0	RNA+DEPC+H2O-CO-Eth-G	-0.94	0.03	C251H315N97O188P26	2.6
1437.855598	6	122485457.0	RNA+DEPC+H2O-CO-Eth-H2O	1.57	0.16	C256H318N102O188P26	3.4
1423.356368	6	1279387230.0	RNA+DEPC+H2O-CO-G	1.78	0.03	C253H321N97O189P26	9.6
1420.352476	6	75465718.0	RNA+DEPC+H2O-CO-G-H2O	0.28	0.07	C253H319N97O188P26	0.8
1445.529651	6	461338890.0	RNA+DEPC+H2O-CO-H2O	1.85	0.05	C258H324N102O189P26	4.2
1419.679599	6	20187027.0	RNA-C	-1.74	0.22	C252H315N99O187P26	1.0
1413.01397	6	194430926.0	RNA-G	-0.29	0.04	C251H315N97O187P26	1.6
1435.184644	6	46945008.0	RNA-H2O	-2.0	0.09	C256H318N102O187P26	0.6
671.15798	1	4190644.0	a02+DEPC+H2O-CO	-0.09	0.22	C22H29N10O13P1	0.2
625.11642	1	4556037.0	a02+DEPC+H2O-CO-Eth	0.39	0.21	C20H23N10O12P1	0.2
458.07198	1	3552633.0	a02-G	0.28	0.16	C15H18N5O10P1	0.1
763.11314	1	4747843.0	a03-G	0.0	0.23	C24H30N8O17P2	0.3
1108.15926	1	27078445.0	a04-G	-1.19	0.09	C34H42N13O24P3	0.4
859.10924	2	5701667.0	a06-G	-0.82	0.43	C52H65N18O39P5	2.3
1130.17826	2	41066424.0	a07+DEPC+H2O-CO	-0.92	0.05	C69H88N28O48P6	0.4
1107.156587	2	14285710.0	a07+DEPC+H2O-CO-Eth	-1.61	0.14	C67H82N28O47P6	0.3
1031.633072	2	25710677.0	a07-A	-0.57	0.2	C62H77N23O46P6	1.1
1348.683606	2	11432497.0	a09-A	2.26	0.46	C81H101N31O59P8	6.3
1452.863878	3	23695770.0	a14	2.02	0.12	C131H164N49O96P13	0.4
1588.557717	3	45732925.0	a15+DEPC+H2O-CO	1.29	0.1	C143H182N54O105P14	0.7
1517.523555	3	28319275.0	a15-G	-2.23	0.12	C136H171N49O102P14	0.5
1703.570852	3	35622989.0	a16+DEPC+H2O-CO	-0.37	0.12	C153H194N59O112P15	0.7
1803.233391	3	15842782.0	a17+DEPC+H2O-CO-Eth	-3.67	0.4	C161H200N64O118P16	4.8
1526.461112	4	39629333.0	a19+DEPC+H2O-CO	2.8	0.19	C182H229N71O134P18	1.5
1477.189121	4	8570935.0	a19-A	3.45	0.54	C175H218N66O132P18	10.5
1608.721865	4	149057720.0	a20+DEPC+H2O-CO	1.18	0.09	C192H241N76O140P19	2.0
1574.960995	4	12567329.0	a20+DEPC+H2O-CO-A	2.95	0.35	C187H236N71O140P19	2.3
1597.205919	4	29338152.0	a20+DEPC+H2O-CO-Eth	-2.24	0.24	C190H235N76O139P19	1.8
1570.956498	4	15499234.0	a20+DEPC+H2O-CO-G	-0.71	0.39	C187H236N71O139P19	4.3
1690.988152	4	328874498.0	a21+DEPC+H2O-CO	2.99	0.03	C202H253N81O146P20	2.5
1657.225016	4	33947199.0	a21+DEPC+H2O-CO-A	3.34	0.32	C197H248N76O146P20	4.6
1679.477487	4	41654705.0	a21+DEPC+H2O-CO-Eth	2.89	0.18	C200H247N81O145P20	1.4
1653.225899	4	113213025.0	a21+DEPC+H2O-CO-G	3.12	0.08	C197H248N76O145P20	1.4
1641.708408	4	51108292.0	a21-A	-1.14	0.15	C195H242N76O144P20	1.3
1777.250833	4	111822121.0	a22+DEPC+H2O-CO	3.31	0.09	C212H265N86O153P21	1.5
1739.487929	4	28437236.0	a22+DEPC+H2O-CO-G	3.06	0.2	C207H260N81O152P21	1.2
1470.386448	5	10070011.0	a23	-3.92	0.54	C219H270N88O159P22	12.4
1443.382868	5	10671896.0	a23-A	1.07	0.43	C214H265N83O159P22	4.4
1896.25134	4	12002599.0	a24+DEPC+H2O-CO-A	1.77	0.37	C225H283N86O168P23	2.7
1582.609242	5	24187551.0	a25+DEPC+H2O-CO-G	1.14	0.3	C235H295N91O174P24	2.7
1643.605902	5	68091504.0	a26+DEPC+H2O-CO-G	-5.96	0.22	C244H307N94O181P25	3.4
344.04051	1	4615218.0	c01	1.02	0.12	C10H12N5O7P1	0.1
689.08782	1	21738465.0	c02	0.33	0.21	C20H24N10O14P2	1.0
538.0385	1	5856160.0	c02-G	0.59	0.16	C15H19N5O13P2	0.2
994.130117	1	134609122.0	c03	1.25	0.06	C29H36N13O21P3	1.4
1056.165112	1	27042131.0	c03+DEPC+H2O-CO	-0.52	0.02	C31H42N13O23P3	0.2
1010.12549	1	5880714.0	c03+DEPC+H2O-CO-Eth	1.68	0.28	C29H36N13O22P3	0.5
843.0795	1	13781950.0	c03-G	0.04	0.23	C24H31N8O20P3	0.8
1339.17558	1	8040487.0	c04	-0.55	0.35	C39H48N18O28P4	1.5
669.084768	2	18397400.0	c04	0.37	0.11	C39H48N18O28P4	0.3
1188.12629	1	5976150.0	c04-G	-0.52	0.31	C34H43N13O27P4	0.7
822.09701	2	42768934.0	c05	-0.19	0.08	C48H59N20O36P5	0.5
853.11518	2	5416931.0	c05+DEPC+H2O-CO	-0.45	0.42	C50H65N20O38P5	2.0
746.57169	2	9456482.0	c05-G	-1.04	0.18	C43H54N15O35P5	0.3
974.618408	2	85543301.0	c06	0.61	0.02	C57H71N23O43P6	0.6
1005.635739	2	18101483.0	c06+DEPC+H2O-CO	-0.46	0.18	C59H77N23O45P6	0.6
982.61681	2	4771136.0	c06+DEPC+H2O-CO-Eth	1.57	0.47	C57H71N23O44P6	2.9
899.094292	2	18063926.0	c06-G	1.32	0.09	C52H66N18O42P6	0.2
1139.144291	2	43135802.0	c07	0.19	0.04	C67H83N28O49P7	0.4
1170.1617	2	7445057.0	c07+DEPC+H2O-CO	-0.65	0.34	C69H89N28O51P7	1.2
1291.663582	2	73062593.0	c08	-0.88	0.02	C76H95N31O56P8	0.5
1322.680334	2	19864246.0	c08+DEPC+H2O-CO	-2.1	0.16	C78H101N31O58P8	0.5
1216.14082	2	22628699.0	c08-G	0.66	0.11	C71H90N26O55P8	0.4
1456.190164	2	32200053.0	c09	-0.56	0.06	C86H107N36O62P9	0.3
970.458024	3	21661182.0	c09	-0.21	0.13	C86H107N36O62P9	0.4
1072.13677	3	39447204.0	c10	-1.76	0.09	C95H119N39O69P10	0.5
